,a0,a3,omega,number,color
24841,0.9,0.28,0.1,7.0,0.55
24842,0.9,0.28,0.2,7.0,0.55
24843,0.9,0.28,0.3,7.0,0.55
24844,0.9,0.28,0.4,5.0,y
24845,0.9,0.28,0.5,3.0,c
24846,0.9,0.28,0.6,3.0,c
24847,0.9,0.28,0.7,2.0,r
24848,0.9,0.28,0.8,1.0,g
24849,0.9,0.28,0.9,0.0,b
24850,0.91,0.28,0.0,7.0,0.55
24851,0.91,0.28,0.1,7.0,0.55
24852,0.91,0.28,0.2,7.0,0.55
24853,0.91,0.28,0.3,7.0,0.55
24854,0.91,0.28,0.4,5.0,y
24855,0.91,0.28,0.5,3.0,c
24856,0.91,0.28,0.6,3.0,c
24857,0.91,0.28,0.7,2.0,r
24858,0.91,0.28,0.8,1.0,g
24859,0.91,0.28,0.9,0.0,b
24860,0.92,0.28,0.0,7.0,0.55
24861,0.92,0.28,0.1,7.0,0.55
24862,0.92,0.28,0.2,7.0,0.55
24863,0.92,0.28,0.3,7.0,0.55
24864,0.92,0.28,0.4,5.0,y
24865,0.92,0.28,0.5,3.0,c
24866,0.92,0.28,0.6,3.0,c
24867,0.92,0.28,0.7,2.0,r
24868,0.92,0.28,0.8,1.0,g
24869,0.92,0.28,0.9,0.0,b
24870,0.93,0.28,0.0,7.0,0.55
24871,0.93,0.28,0.1,7.0,0.55
24872,0.93,0.28,0.2,7.0,0.55
24873,0.93,0.28,0.3,7.0,0.55
24874,0.93,0.28,0.4,5.0,y
24875,0.93,0.28,0.5,3.0,c
24876,0.93,0.28,0.6,3.0,c
24877,0.93,0.28,0.7,2.0,r
24878,0.93,0.28,0.8,1.0,g
24879,0.93,0.28,0.9,0.0,b
24880,0.94,0.28,0.0,7.0,0.55
24881,0.94,0.28,0.1,7.0,0.55
24882,0.94,0.28,0.2,7.0,0.55
24883,0.94,0.28,0.3,7.0,0.55
24884,0.94,0.28,0.4,5.0,y
24885,0.94,0.28,0.5,3.0,c
24886,0.94,0.28,0.6,3.0,c
24887,0.94,0.28,0.7,2.0,r
24888,0.94,0.28,0.8,1.0,g
24889,0.94,0.28,0.9,0.0,b
24890,0.95,0.28,0.0,7.0,0.55
24891,0.95,0.28,0.1,7.0,0.55
24892,0.95,0.28,0.2,7.0,0.55
24893,0.95,0.28,0.3,7.0,0.55
24894,0.95,0.28,0.4,5.0,y
24895,0.95,0.28,0.5,3.0,c
24896,0.95,0.28,0.6,3.0,c
24897,0.95,0.28,0.7,2.0,r
24898,0.95,0.28,0.8,1.0,g
24899,0.95,0.28,0.9,0.0,b
24900,0.96,0.28,0.0,7.0,0.55
24901,0.96,0.28,0.1,7.0,0.55
24902,0.96,0.28,0.2,7.0,0.55
24903,0.96,0.28,0.3,7.0,0.55
24904,0.96,0.28,0.4,5.0,y
24905,0.96,0.28,0.5,3.0,c
24906,0.96,0.28,0.6,3.0,c
24907,0.96,0.28,0.7,2.0,r
24908,0.96,0.28,0.8,1.0,g
24909,0.96,0.28,0.9,0.0,b
24910,0.97,0.28,0.0,7.0,0.55
24911,0.97,0.28,0.1,7.0,0.55
24912,0.97,0.28,0.2,7.0,0.55
24913,0.97,0.28,0.3,7.0,0.55
24914,0.97,0.28,0.4,5.0,y
24915,0.97,0.28,0.5,3.0,c
24916,0.97,0.28,0.6,3.0,c
24917,0.97,0.28,0.7,2.0,r
24918,0.97,0.28,0.8,1.0,g
24919,0.97,0.28,0.9,0.0,b
24920,0.98,0.28,0.0,7.0,0.55
24921,0.98,0.28,0.1,7.0,0.55
24922,0.98,0.28,0.2,7.0,0.55
24923,0.98,0.28,0.3,7.0,0.55
24924,0.98,0.28,0.4,5.0,y
24925,0.98,0.28,0.5,3.0,c
24926,0.98,0.28,0.6,3.0,c
24927,0.98,0.28,0.7,2.0,r
24928,0.98,0.28,0.8,1.0,g
24929,0.98,0.28,0.9,0.0,b
24930,0.99,0.28,0.0,7.0,0.55
24931,0.99,0.28,0.1,7.0,0.55
24932,0.99,0.28,0.2,7.0,0.55
24933,0.99,0.28,0.3,7.0,0.55
24934,0.99,0.28,0.4,5.0,y
24935,0.99,0.28,0.5,3.0,c
24936,0.99,0.28,0.6,3.0,c
24937,0.99,0.28,0.7,2.0,r
24938,0.99,0.28,0.8,1.0,g
24939,0.99,0.28,0.9,0.0,b
24940,0.29,0.29,0.0,7.0,0.55
24941,0.29,0.29,0.1,7.0,0.55
24942,0.29,0.29,0.2,5.0,y
24943,0.29,0.29,0.3,5.0,y
24944,0.29,0.29,0.4,4.0,m
24945,0.29,0.29,0.5,3.0,c
24946,0.29,0.29,0.6,3.0,c
24947,0.29,0.29,0.7,2.0,r
24948,0.29,0.29,0.8,1.0,g
24949,0.29,0.29,0.9,0.0,b
24950,0.3,0.29,0.0,7.0,0.55
24951,0.3,0.29,0.1,7.0,0.55
24952,0.3,0.29,0.2,5.0,y
24953,0.3,0.29,0.3,5.0,y
24954,0.3,0.29,0.4,4.0,m
24955,0.3,0.29,0.5,3.0,c
24956,0.3,0.29,0.6,3.0,c
24957,0.3,0.29,0.7,2.0,r
24958,0.3,0.29,0.8,1.0,g
24959,0.3,0.29,0.9,0.0,b
24960,0.31,0.29,0.0,7.0,0.55
24961,0.31,0.29,0.1,7.0,0.55
24962,0.31,0.29,0.2,5.0,y
24963,0.31,0.29,0.3,5.0,y
24964,0.31,0.29,0.4,4.0,m
24965,0.31,0.29,0.5,3.0,c
24966,0.31,0.29,0.6,3.0,c
24967,0.31,0.29,0.7,2.0,r
24968,0.31,0.29,0.8,1.0,g
24969,0.31,0.29,0.9,0.0,b
24970,0.32,0.29,0.0,7.0,0.55
24971,0.32,0.29,0.1,7.0,0.55
24972,0.32,0.29,0.2,5.0,y
24973,0.32,0.29,0.3,5.0,y
24974,0.32,0.29,0.4,4.0,m
24975,0.32,0.29,0.5,3.0,c
24976,0.32,0.29,0.6,3.0,c
24977,0.32,0.29,0.7,2.0,r
24978,0.32,0.29,0.8,1.0,g
24979,0.32,0.29,0.9,0.0,b
24980,0.33,0.29,0.0,7.0,0.55
24981,0.33,0.29,0.1,7.0,0.55
24982,0.33,0.29,0.2,5.0,y
24983,0.33,0.29,0.3,5.0,y
24984,0.33,0.29,0.4,5.0,y
24985,0.33,0.29,0.5,3.0,c
24986,0.33,0.29,0.6,3.0,c
24987,0.33,0.29,0.7,2.0,r
24988,0.33,0.29,0.8,1.0,g
24989,0.33,0.29,0.9,0.0,b
24990,0.34,0.29,0.0,7.0,0.55
24991,0.34,0.29,0.1,7.0,0.55
24992,0.34,0.29,0.2,5.0,y
24993,0.34,0.29,0.3,5.0,y
24994,0.34,0.29,0.4,5.0,y
24995,0.34,0.29,0.5,3.0,c
24996,0.34,0.29,0.6,3.0,c
24997,0.34,0.29,0.7,2.0,r
24998,0.34,0.29,0.8,1.0,g
24999,0.34,0.29,0.9,0.0,b
25000,0.35,0.29,0.0,7.0,0.55
25001,0.35,0.29,0.1,7.0,0.55
25002,0.35,0.29,0.2,5.0,y
25003,0.35,0.29,0.3,5.0,y
25004,0.35,0.29,0.4,5.0,y
25005,0.35,0.29,0.5,3.0,c
25006,0.35,0.29,0.6,3.0,c
25007,0.35,0.29,0.7,2.0,r
25008,0.35,0.29,0.8,1.0,g
25009,0.35,0.29,0.9,0.0,b
25010,0.36,0.29,0.0,7.0,0.55
25011,0.36,0.29,0.1,7.0,0.55
25012,0.36,0.29,0.2,5.0,y
25013,0.36,0.29,0.3,5.0,y
25014,0.36,0.29,0.4,5.0,y
25015,0.36,0.29,0.5,3.0,c
25016,0.36,0.29,0.6,3.0,c
25017,0.36,0.29,0.7,2.0,r
25018,0.36,0.29,0.8,1.0,g
25019,0.36,0.29,0.9,0.0,b
25020,0.37,0.29,0.0,7.0,0.55
25021,0.37,0.29,0.1,7.0,0.55
25022,0.37,0.29,0.2,5.0,y
25023,0.37,0.29,0.3,5.0,y
25024,0.37,0.29,0.4,5.0,y
25025,0.37,0.29,0.5,3.0,c
25026,0.37,0.29,0.6,3.0,c
25027,0.37,0.29,0.7,2.0,r
25028,0.37,0.29,0.8,1.0,g
25029,0.37,0.29,0.9,0.0,b
25030,0.38,0.29,0.0,7.0,0.55
25031,0.38,0.29,0.1,7.0,0.55
25032,0.38,0.29,0.2,5.0,y
25033,0.38,0.29,0.3,5.0,y
25034,0.38,0.29,0.4,5.0,y
25035,0.38,0.29,0.5,3.0,c
25036,0.38,0.29,0.6,3.0,c
25037,0.38,0.29,0.7,2.0,r
25038,0.38,0.29,0.8,1.0,g
25039,0.38,0.29,0.9,0.0,b
25040,0.39,0.29,0.0,7.0,0.55
25041,0.39,0.29,0.1,7.0,0.55
25042,0.39,0.29,0.2,5.0,y
25043,0.39,0.29,0.3,5.0,y
25044,0.39,0.29,0.4,5.0,y
25045,0.39,0.29,0.5,3.0,c
25046,0.39,0.29,0.6,3.0,c
25047,0.39,0.29,0.7,2.0,r
25048,0.39,0.29,0.8,1.0,g
25049,0.39,0.29,0.9,0.0,b
25050,0.4,0.29,0.0,7.0,0.55
25051,0.4,0.29,0.1,7.0,0.55
25052,0.4,0.29,0.2,5.0,y
25053,0.4,0.29,0.3,5.0,y
25054,0.4,0.29,0.4,5.0,y
25055,0.4,0.29,0.5,3.0,c
25056,0.4,0.29,0.6,3.0,c
25057,0.4,0.29,0.7,2.0,r
25058,0.4,0.29,0.8,1.0,g
25059,0.4,0.29,0.9,0.0,b
25060,0.41,0.29,0.0,7.0,0.55
25061,0.41,0.29,0.1,7.0,0.55
25062,0.41,0.29,0.2,5.0,y
25063,0.41,0.29,0.3,5.0,y
25064,0.41,0.29,0.4,5.0,y
25065,0.41,0.29,0.5,3.0,c
25066,0.41,0.29,0.6,3.0,c
25067,0.41,0.29,0.7,2.0,r
25068,0.41,0.29,0.8,1.0,g
25069,0.41,0.29,0.9,0.0,b
25070,0.42,0.29,0.0,7.0,0.55
25071,0.42,0.29,0.1,7.0,0.55
25072,0.42,0.29,0.2,5.0,y
25073,0.42,0.29,0.3,5.0,y
25074,0.42,0.29,0.4,5.0,y
25075,0.42,0.29,0.5,3.0,c
25076,0.42,0.29,0.6,3.0,c
25077,0.42,0.29,0.7,2.0,r
25078,0.42,0.29,0.8,1.0,g
25079,0.42,0.29,0.9,0.0,b
25080,0.43,0.29,0.0,7.0,0.55
25081,0.43,0.29,0.1,7.0,0.55
25082,0.43,0.29,0.2,5.0,y
25083,0.43,0.29,0.3,5.0,y
25084,0.43,0.29,0.4,5.0,y
25085,0.43,0.29,0.5,3.0,c
25086,0.43,0.29,0.6,3.0,c
25087,0.43,0.29,0.7,2.0,r
25088,0.43,0.29,0.8,1.0,g
25089,0.43,0.29,0.9,0.0,b
25090,0.44,0.29,0.0,7.0,0.55
25091,0.44,0.29,0.1,7.0,0.55
25092,0.44,0.29,0.2,5.0,y
25093,0.44,0.29,0.3,5.0,y
25094,0.44,0.29,0.4,5.0,y
25095,0.44,0.29,0.5,3.0,c
25096,0.44,0.29,0.6,3.0,c
25097,0.44,0.29,0.7,2.0,r
25098,0.44,0.29,0.8,1.0,g
25099,0.44,0.29,0.9,0.0,b
25100,0.45,0.29,0.0,7.0,0.55
25101,0.45,0.29,0.1,7.0,0.55
25102,0.45,0.29,0.2,5.0,y
25103,0.45,0.29,0.3,5.0,y
25104,0.45,0.29,0.4,5.0,y
25105,0.45,0.29,0.5,3.0,c
25106,0.45,0.29,0.6,3.0,c
25107,0.45,0.29,0.7,2.0,r
25108,0.45,0.29,0.8,1.0,g
25109,0.45,0.29,0.9,0.0,b
25110,0.46,0.29,0.0,7.0,0.55
25111,0.46,0.29,0.1,7.0,0.55
25112,0.46,0.29,0.2,5.0,y
25113,0.46,0.29,0.3,5.0,y
25114,0.46,0.29,0.4,5.0,y
25115,0.46,0.29,0.5,3.0,c
25116,0.46,0.29,0.6,3.0,c
25117,0.46,0.29,0.7,2.0,r
25118,0.46,0.29,0.8,1.0,g
25119,0.46,0.29,0.9,0.0,b
25120,0.47,0.29,0.0,7.0,0.55
25121,0.47,0.29,0.1,7.0,0.55
25122,0.47,0.29,0.2,5.0,y
25123,0.47,0.29,0.3,5.0,y
25124,0.47,0.29,0.4,5.0,y
25125,0.47,0.29,0.5,3.0,c
25126,0.47,0.29,0.6,3.0,c
25127,0.47,0.29,0.7,2.0,r
25128,0.47,0.29,0.8,1.0,g
25129,0.47,0.29,0.9,0.0,b
25130,0.48,0.29,0.0,7.0,0.55
25131,0.48,0.29,0.1,7.0,0.55
25132,0.48,0.29,0.2,5.0,y
25133,0.48,0.29,0.3,5.0,y
25134,0.48,0.29,0.4,5.0,y
25135,0.48,0.29,0.5,3.0,c
25136,0.48,0.29,0.6,3.0,c
25137,0.48,0.29,0.7,2.0,r
25138,0.48,0.29,0.8,1.0,g
25139,0.48,0.29,0.9,0.0,b
25140,0.49,0.29,0.0,7.0,0.55
25141,0.49,0.29,0.1,7.0,0.55
25142,0.49,0.29,0.2,5.0,y
25143,0.49,0.29,0.3,5.0,y
25144,0.49,0.29,0.4,5.0,y
25145,0.49,0.29,0.5,3.0,c
25146,0.49,0.29,0.6,3.0,c
25147,0.49,0.29,0.7,2.0,r
25148,0.49,0.29,0.8,1.0,g
25149,0.49,0.29,0.9,0.0,b
25150,0.5,0.29,0.0,7.0,0.55
25151,0.5,0.29,0.1,7.0,0.55
25152,0.5,0.29,0.2,5.0,y
25153,0.5,0.29,0.3,5.0,y
25154,0.5,0.29,0.4,5.0,y
25155,0.5,0.29,0.5,3.0,c
25156,0.5,0.29,0.6,3.0,c
25157,0.5,0.29,0.7,2.0,r
25158,0.5,0.29,0.8,1.0,g
25159,0.5,0.29,0.9,0.0,b
25160,0.51,0.29,0.0,7.0,0.55
25161,0.51,0.29,0.1,7.0,0.55
25162,0.51,0.29,0.2,5.0,y
25163,0.51,0.29,0.3,5.0,y
25164,0.51,0.29,0.4,5.0,y
25165,0.51,0.29,0.5,3.0,c
25166,0.51,0.29,0.6,3.0,c
25167,0.51,0.29,0.7,2.0,r
25168,0.51,0.29,0.8,1.0,g
25169,0.51,0.29,0.9,0.0,b
25170,0.52,0.29,0.0,7.0,0.55
25171,0.52,0.29,0.1,7.0,0.55
25172,0.52,0.29,0.2,5.0,y
25173,0.52,0.29,0.3,5.0,y
25174,0.52,0.29,0.4,5.0,y
25175,0.52,0.29,0.5,3.0,c
25176,0.52,0.29,0.6,3.0,c
25177,0.52,0.29,0.7,2.0,r
25178,0.52,0.29,0.8,1.0,g
25179,0.52,0.29,0.9,0.0,b
25180,0.53,0.29,0.0,7.0,0.55
25181,0.53,0.29,0.1,7.0,0.55
25182,0.53,0.29,0.2,5.0,y
25183,0.53,0.29,0.3,5.0,y
25184,0.53,0.29,0.4,5.0,y
25185,0.53,0.29,0.5,3.0,c
25186,0.53,0.29,0.6,3.0,c
25187,0.53,0.29,0.7,2.0,r
25188,0.53,0.29,0.8,1.0,g
25189,0.53,0.29,0.9,0.0,b
25190,0.54,0.29,0.0,7.0,0.55
25191,0.54,0.29,0.1,7.0,0.55
25192,0.54,0.29,0.2,5.0,y
25193,0.54,0.29,0.3,5.0,y
25194,0.54,0.29,0.4,5.0,y
25195,0.54,0.29,0.5,3.0,c
25196,0.54,0.29,0.6,3.0,c
25197,0.54,0.29,0.7,2.0,r
25198,0.54,0.29,0.8,1.0,g
25199,0.54,0.29,0.9,0.0,b
25200,0.55,0.29,0.0,7.0,0.55
25201,0.55,0.29,0.1,7.0,0.55
25202,0.55,0.29,0.2,5.0,y
25203,0.55,0.29,0.3,5.0,y
25204,0.55,0.29,0.4,5.0,y
25205,0.55,0.29,0.5,3.0,c
25206,0.55,0.29,0.6,3.0,c
25207,0.55,0.29,0.7,2.0,r
25208,0.55,0.29,0.8,1.0,g
25209,0.55,0.29,0.9,0.0,b
25210,0.56,0.29,0.0,7.0,0.55
25211,0.56,0.29,0.1,7.0,0.55
25212,0.56,0.29,0.2,6.0,0.15
25213,0.56,0.29,0.3,5.0,y
25214,0.56,0.29,0.4,5.0,y
25215,0.56,0.29,0.5,3.0,c
25216,0.56,0.29,0.6,3.0,c
25217,0.56,0.29,0.7,2.0,r
25218,0.56,0.29,0.8,1.0,g
25219,0.56,0.29,0.9,0.0,b
25220,0.57,0.29,0.0,7.0,0.55
25221,0.57,0.29,0.1,7.0,0.55
25222,0.57,0.29,0.2,7.0,0.55
25223,0.57,0.29,0.3,5.0,y
25224,0.57,0.29,0.4,5.0,y
25225,0.57,0.29,0.5,3.0,c
25226,0.57,0.29,0.6,3.0,c
25227,0.57,0.29,0.7,2.0,r
25228,0.57,0.29,0.8,1.0,g
25229,0.57,0.29,0.9,0.0,b
25230,0.58,0.29,0.0,7.0,0.55
25231,0.58,0.29,0.1,7.0,0.55
25232,0.58,0.29,0.2,7.0,0.55
25233,0.58,0.29,0.3,5.0,y
25234,0.58,0.29,0.4,5.0,y
25235,0.58,0.29,0.5,3.0,c
25236,0.58,0.29,0.6,3.0,c
25237,0.58,0.29,0.7,2.0,r
25238,0.58,0.29,0.8,1.0,g
25239,0.58,0.29,0.9,0.0,b
25240,0.59,0.29,0.0,7.0,0.55
25241,0.59,0.29,0.1,7.0,0.55
25242,0.59,0.29,0.2,7.0,0.55
25243,0.59,0.29,0.3,5.0,y
25244,0.59,0.29,0.4,5.0,y
25245,0.59,0.29,0.5,3.0,c
25246,0.59,0.29,0.6,3.0,c
25247,0.59,0.29,0.7,2.0,r
25248,0.59,0.29,0.8,1.0,g
25249,0.59,0.29,0.9,0.0,b
25250,0.6,0.29,0.0,7.0,0.55
25251,0.6,0.29,0.1,7.0,0.55
25252,0.6,0.29,0.2,7.0,0.55
25253,0.6,0.29,0.3,5.0,y
25254,0.6,0.29,0.4,5.0,y
25255,0.6,0.29,0.5,3.0,c
25256,0.6,0.29,0.6,3.0,c
25257,0.6,0.29,0.7,2.0,r
25258,0.6,0.29,0.8,1.0,g
25259,0.6,0.29,0.9,0.0,b
25260,0.61,0.29,0.0,7.0,0.55
25261,0.61,0.29,0.1,7.0,0.55
25262,0.61,0.29,0.2,7.0,0.55
25263,0.61,0.29,0.3,5.0,y
25264,0.61,0.29,0.4,5.0,y
25265,0.61,0.29,0.5,3.0,c
25266,0.61,0.29,0.6,3.0,c
25267,0.61,0.29,0.7,2.0,r
25268,0.61,0.29,0.8,1.0,g
25269,0.61,0.29,0.9,0.0,b
25270,0.62,0.29,0.0,7.0,0.55
25271,0.62,0.29,0.1,7.0,0.55
25272,0.62,0.29,0.2,7.0,0.55
25273,0.62,0.29,0.3,5.0,y
25274,0.62,0.29,0.4,5.0,y
25275,0.62,0.29,0.5,3.0,c
25276,0.62,0.29,0.6,3.0,c
25277,0.62,0.29,0.7,2.0,r
25278,0.62,0.29,0.8,1.0,g
25279,0.62,0.29,0.9,0.0,b
25280,0.63,0.29,0.0,7.0,0.55
25281,0.63,0.29,0.1,7.0,0.55
25282,0.63,0.29,0.2,7.0,0.55
25283,0.63,0.29,0.3,5.0,y
25284,0.63,0.29,0.4,5.0,y
25285,0.63,0.29,0.5,3.0,c
25286,0.63,0.29,0.6,3.0,c
25287,0.63,0.29,0.7,2.0,r
25288,0.63,0.29,0.8,1.0,g
25289,0.63,0.29,0.9,0.0,b
25290,0.64,0.29,0.0,7.0,0.55
25291,0.64,0.29,0.1,7.0,0.55
25292,0.64,0.29,0.2,7.0,0.55
25293,0.64,0.29,0.3,5.0,y
25294,0.64,0.29,0.4,5.0,y
25295,0.64,0.29,0.5,3.0,c
25296,0.64,0.29,0.6,3.0,c
25297,0.64,0.29,0.7,2.0,r
25298,0.64,0.29,0.8,1.0,g
25299,0.64,0.29,0.9,0.0,b
25300,0.65,0.29,0.0,7.0,0.55
25301,0.65,0.29,0.1,7.0,0.55
25302,0.65,0.29,0.2,7.0,0.55
25303,0.65,0.29,0.3,5.0,y
25304,0.65,0.29,0.4,5.0,y
25305,0.65,0.29,0.5,3.0,c
25306,0.65,0.29,0.6,3.0,c
25307,0.65,0.29,0.7,2.0,r
25308,0.65,0.29,0.8,1.0,g
25309,0.65,0.29,0.9,0.0,b
25310,0.66,0.29,0.0,7.0,0.55
25311,0.66,0.29,0.1,7.0,0.55
25312,0.66,0.29,0.2,7.0,0.55
25313,0.66,0.29,0.3,5.0,y
25314,0.66,0.29,0.4,5.0,y
25315,0.66,0.29,0.5,3.0,c
25316,0.66,0.29,0.6,3.0,c
25317,0.66,0.29,0.7,2.0,r
25318,0.66,0.29,0.8,1.0,g
25319,0.66,0.29,0.9,0.0,b
25320,0.67,0.29,0.0,7.0,0.55
25321,0.67,0.29,0.1,7.0,0.55
25322,0.67,0.29,0.2,7.0,0.55
25323,0.67,0.29,0.3,5.0,y
25324,0.67,0.29,0.4,5.0,y
25325,0.67,0.29,0.5,3.0,c
25326,0.67,0.29,0.6,3.0,c
25327,0.67,0.29,0.7,2.0,r
25328,0.67,0.29,0.8,1.0,g
25329,0.67,0.29,0.9,0.0,b
25330,0.68,0.29,0.0,7.0,0.55
25331,0.68,0.29,0.1,7.0,0.55
25332,0.68,0.29,0.2,7.0,0.55
25333,0.68,0.29,0.3,5.0,y
25334,0.68,0.29,0.4,5.0,y
25335,0.68,0.29,0.5,3.0,c
25336,0.68,0.29,0.6,3.0,c
25337,0.68,0.29,0.7,2.0,r
25338,0.68,0.29,0.8,1.0,g
25339,0.68,0.29,0.9,0.0,b
25340,0.69,0.29,0.0,7.0,0.55
25341,0.69,0.29,0.1,7.0,0.55
25342,0.69,0.29,0.2,7.0,0.55
25343,0.69,0.29,0.3,5.0,y
25344,0.69,0.29,0.4,5.0,y
25345,0.69,0.29,0.5,3.0,c
25346,0.69,0.29,0.6,3.0,c
25347,0.69,0.29,0.7,2.0,r
25348,0.69,0.29,0.8,1.0,g
25349,0.69,0.29,0.9,0.0,b
25350,0.7,0.29,0.0,7.0,0.55
25351,0.7,0.29,0.1,7.0,0.55
25352,0.7,0.29,0.2,7.0,0.55
25353,0.7,0.29,0.3,5.0,y
25354,0.7,0.29,0.4,5.0,y
25355,0.7,0.29,0.5,3.0,c
25356,0.7,0.29,0.6,3.0,c
25357,0.7,0.29,0.7,2.0,r
25358,0.7,0.29,0.8,1.0,g
25359,0.7,0.29,0.9,0.0,b
25360,0.71,0.29,0.0,7.0,0.55
25361,0.71,0.29,0.1,7.0,0.55
25362,0.71,0.29,0.2,7.0,0.55
25363,0.71,0.29,0.3,5.0,y
25364,0.71,0.29,0.4,5.0,y
25365,0.71,0.29,0.5,3.0,c
25366,0.71,0.29,0.6,3.0,c
25367,0.71,0.29,0.7,2.0,r
25368,0.71,0.29,0.8,1.0,g
25369,0.71,0.29,0.9,0.0,b
25370,0.72,0.29,0.0,7.0,0.55
25371,0.72,0.29,0.1,7.0,0.55
25372,0.72,0.29,0.2,7.0,0.55
25373,0.72,0.29,0.3,5.0,y
25374,0.72,0.29,0.4,5.0,y
25375,0.72,0.29,0.5,3.0,c
25376,0.72,0.29,0.6,3.0,c
25377,0.72,0.29,0.7,2.0,r
25378,0.72,0.29,0.8,1.0,g
25379,0.72,0.29,0.9,0.0,b
25380,0.73,0.29,0.0,7.0,0.55
25381,0.73,0.29,0.1,7.0,0.55
25382,0.73,0.29,0.2,7.0,0.55
25383,0.73,0.29,0.3,5.0,y
25384,0.73,0.29,0.4,5.0,y
25385,0.73,0.29,0.5,3.0,c
25386,0.73,0.29,0.6,3.0,c
25387,0.73,0.29,0.7,2.0,r
25388,0.73,0.29,0.8,1.0,g
25389,0.73,0.29,0.9,0.0,b
25390,0.74,0.29,0.0,7.0,0.55
25391,0.74,0.29,0.1,7.0,0.55
25392,0.74,0.29,0.2,7.0,0.55
25393,0.74,0.29,0.3,5.0,y
25394,0.74,0.29,0.4,5.0,y
25395,0.74,0.29,0.5,3.0,c
25396,0.74,0.29,0.6,3.0,c
25397,0.74,0.29,0.7,2.0,r
25398,0.74,0.29,0.8,1.0,g
25399,0.74,0.29,0.9,0.0,b
25400,0.75,0.29,0.0,7.0,0.55
25401,0.75,0.29,0.1,7.0,0.55
25402,0.75,0.29,0.2,7.0,0.55
25403,0.75,0.29,0.3,5.0,y
25404,0.75,0.29,0.4,5.0,y
25405,0.75,0.29,0.5,3.0,c
25406,0.75,0.29,0.6,3.0,c
25407,0.75,0.29,0.7,2.0,r
25408,0.75,0.29,0.8,1.0,g
25409,0.75,0.29,0.9,0.0,b
25410,0.76,0.29,0.0,7.0,0.55
25411,0.76,0.29,0.1,7.0,0.55
25412,0.76,0.29,0.2,7.0,0.55
25413,0.76,0.29,0.3,5.0,y
25414,0.76,0.29,0.4,5.0,y
25415,0.76,0.29,0.5,3.0,c
25416,0.76,0.29,0.6,3.0,c
25417,0.76,0.29,0.7,2.0,r
25418,0.76,0.29,0.8,1.0,g
25419,0.76,0.29,0.9,0.0,b
25420,0.77,0.29,0.0,7.0,0.55
25421,0.77,0.29,0.1,7.0,0.55
25422,0.77,0.29,0.2,7.0,0.55
25423,0.77,0.29,0.3,5.0,y
25424,0.77,0.29,0.4,5.0,y
25425,0.77,0.29,0.5,3.0,c
25426,0.77,0.29,0.6,3.0,c
25427,0.77,0.29,0.7,2.0,r
25428,0.77,0.29,0.8,1.0,g
25429,0.77,0.29,0.9,0.0,b
25430,0.78,0.29,0.0,7.0,0.55
25431,0.78,0.29,0.1,7.0,0.55
25432,0.78,0.29,0.2,7.0,0.55
25433,0.78,0.29,0.3,5.0,y
25434,0.78,0.29,0.4,5.0,y
25435,0.78,0.29,0.5,3.0,c
25436,0.78,0.29,0.6,3.0,c
25437,0.78,0.29,0.7,2.0,r
25438,0.78,0.29,0.8,1.0,g
25439,0.78,0.29,0.9,0.0,b
25440,0.79,0.29,0.0,7.0,0.55
25441,0.79,0.29,0.1,7.0,0.55
25442,0.79,0.29,0.2,7.0,0.55
25443,0.79,0.29,0.3,5.0,y
25444,0.79,0.29,0.4,5.0,y
25445,0.79,0.29,0.5,3.0,c
25446,0.79,0.29,0.6,3.0,c
25447,0.79,0.29,0.7,2.0,r
25448,0.79,0.29,0.8,1.0,g
25449,0.79,0.29,0.9,0.0,b
25450,0.8,0.29,0.0,7.0,0.55
25451,0.8,0.29,0.1,7.0,0.55
25452,0.8,0.29,0.2,7.0,0.55
25453,0.8,0.29,0.3,5.0,y
25454,0.8,0.29,0.4,5.0,y
25455,0.8,0.29,0.5,3.0,c
25456,0.8,0.29,0.6,3.0,c
25457,0.8,0.29,0.7,2.0,r
25458,0.8,0.29,0.8,1.0,g
25459,0.8,0.29,0.9,0.0,b
25460,0.81,0.29,0.0,7.0,0.55
25461,0.81,0.29,0.1,7.0,0.55
25462,0.81,0.29,0.2,7.0,0.55
25463,0.81,0.29,0.3,5.0,y
25464,0.81,0.29,0.4,5.0,y
25465,0.81,0.29,0.5,3.0,c
25466,0.81,0.29,0.6,3.0,c
25467,0.81,0.29,0.7,2.0,r
25468,0.81,0.29,0.8,1.0,g
25469,0.81,0.29,0.9,0.0,b
25470,0.82,0.29,0.0,7.0,0.55
25471,0.82,0.29,0.1,7.0,0.55
25472,0.82,0.29,0.2,7.0,0.55
25473,0.82,0.29,0.3,5.0,y
25474,0.82,0.29,0.4,5.0,y
25475,0.82,0.29,0.5,3.0,c
25476,0.82,0.29,0.6,3.0,c
25477,0.82,0.29,0.7,2.0,r
25478,0.82,0.29,0.8,1.0,g
25479,0.82,0.29,0.9,0.0,b
25480,0.83,0.29,0.0,7.0,0.55
25481,0.83,0.29,0.1,7.0,0.55
25482,0.83,0.29,0.2,7.0,0.55
25483,0.83,0.29,0.3,5.0,y
25484,0.83,0.29,0.4,5.0,y
25485,0.83,0.29,0.5,3.0,c
25486,0.83,0.29,0.6,3.0,c
25487,0.83,0.29,0.7,2.0,r
25488,0.83,0.29,0.8,1.0,g
25489,0.83,0.29,0.9,0.0,b
