,a0,a3,omega,number,color
6853,0.13,0.07,0.3,5.0,y
6854,0.13,0.07,0.4,3.0,c
6855,0.13,0.07,0.5,3.0,c
6856,0.13,0.07,0.6,2.0,r
6857,0.13,0.07,0.7,2.0,r
6858,0.13,0.07,0.8,1.0,g
6859,0.13,0.07,0.9,0.0,b
6860,0.14,0.07,0.0,7.0,0.55
6861,0.14,0.07,0.1,5.0,y
6862,0.14,0.07,0.2,5.0,y
6863,0.14,0.07,0.3,5.0,y
6864,0.14,0.07,0.4,3.0,c
6865,0.14,0.07,0.5,3.0,c
6866,0.14,0.07,0.6,2.0,r
6867,0.14,0.07,0.7,2.0,r
6868,0.14,0.07,0.8,1.0,g
6869,0.14,0.07,0.9,0.0,b
6870,0.15,0.07,0.0,7.0,0.55
6871,0.15,0.07,0.1,5.0,y
6872,0.15,0.07,0.2,5.0,y
6873,0.15,0.07,0.3,5.0,y
6874,0.15,0.07,0.4,3.0,c
6875,0.15,0.07,0.5,3.0,c
6876,0.15,0.07,0.6,2.0,r
6877,0.15,0.07,0.7,2.0,r
6878,0.15,0.07,0.8,1.0,g
6879,0.15,0.07,0.9,0.0,b
6880,0.16,0.07,0.0,7.0,0.55
6881,0.16,0.07,0.1,5.0,y
6882,0.16,0.07,0.2,5.0,y
6883,0.16,0.07,0.3,5.0,y
6884,0.16,0.07,0.4,3.0,c
6885,0.16,0.07,0.5,3.0,c
6886,0.16,0.07,0.6,2.0,r
6887,0.16,0.07,0.7,2.0,r
6888,0.16,0.07,0.8,1.0,g
6889,0.16,0.07,0.9,0.0,b
6890,0.17,0.07,0.0,7.0,0.55
6891,0.17,0.07,0.1,5.0,y
6892,0.17,0.07,0.2,5.0,y
6893,0.17,0.07,0.3,5.0,y
6894,0.17,0.07,0.4,3.0,c
6895,0.17,0.07,0.5,3.0,c
6896,0.17,0.07,0.6,2.0,r
6897,0.17,0.07,0.7,2.0,r
6898,0.17,0.07,0.8,1.0,g
6899,0.17,0.07,0.9,0.0,b
6900,0.18,0.07,0.0,7.0,0.55
6901,0.18,0.07,0.1,5.0,y
6902,0.18,0.07,0.2,5.0,y
6903,0.18,0.07,0.3,5.0,y
6904,0.18,0.07,0.4,3.0,c
6905,0.18,0.07,0.5,3.0,c
6906,0.18,0.07,0.6,2.0,r
6907,0.18,0.07,0.7,2.0,r
6908,0.18,0.07,0.8,1.0,g
6909,0.18,0.07,0.9,0.0,b
6910,0.19,0.07,0.0,7.0,0.55
6911,0.19,0.07,0.1,5.0,y
6912,0.19,0.07,0.2,5.0,y
6913,0.19,0.07,0.3,5.0,y
6914,0.19,0.07,0.4,3.0,c
6915,0.19,0.07,0.5,3.0,c
6916,0.19,0.07,0.6,2.0,r
6917,0.19,0.07,0.7,2.0,r
6918,0.19,0.07,0.8,1.0,g
6919,0.19,0.07,0.9,0.0,b
6920,0.2,0.07,0.0,7.0,0.55
6921,0.2,0.07,0.1,5.0,y
6922,0.2,0.07,0.2,5.0,y
6923,0.2,0.07,0.3,5.0,y
6924,0.2,0.07,0.4,3.0,c
6925,0.2,0.07,0.5,3.0,c
6926,0.2,0.07,0.6,2.0,r
6927,0.2,0.07,0.7,2.0,r
6928,0.2,0.07,0.8,1.0,g
6929,0.2,0.07,0.9,0.0,b
6930,0.21,0.07,0.0,7.0,0.55
6931,0.21,0.07,0.1,5.0,y
6932,0.21,0.07,0.2,5.0,y
6933,0.21,0.07,0.3,5.0,y
6934,0.21,0.07,0.4,3.0,c
6935,0.21,0.07,0.5,3.0,c
6936,0.21,0.07,0.6,2.0,r
6937,0.21,0.07,0.7,2.0,r
6938,0.21,0.07,0.8,1.0,g
6939,0.21,0.07,0.9,0.0,b
6940,0.22,0.07,0.0,7.0,0.55
6941,0.22,0.07,0.1,5.0,y
6942,0.22,0.07,0.2,5.0,y
6943,0.22,0.07,0.3,5.0,y
6944,0.22,0.07,0.4,3.0,c
6945,0.22,0.07,0.5,3.0,c
6946,0.22,0.07,0.6,2.0,r
6947,0.22,0.07,0.7,2.0,r
6948,0.22,0.07,0.8,1.0,g
6949,0.22,0.07,0.9,0.0,b
6950,0.23,0.07,0.0,7.0,0.55
6951,0.23,0.07,0.1,5.0,y
6952,0.23,0.07,0.2,5.0,y
6953,0.23,0.07,0.3,5.0,y
6954,0.23,0.07,0.4,3.0,c
6955,0.23,0.07,0.5,3.0,c
6956,0.23,0.07,0.6,2.0,r
6957,0.23,0.07,0.7,2.0,r
6958,0.23,0.07,0.8,1.0,g
6959,0.23,0.07,0.9,0.0,b
6960,0.24,0.07,0.0,7.0,0.55
6961,0.24,0.07,0.1,5.0,y
6962,0.24,0.07,0.2,5.0,y
6963,0.24,0.07,0.3,5.0,y
6964,0.24,0.07,0.4,3.0,c
6965,0.24,0.07,0.5,3.0,c
6966,0.24,0.07,0.6,2.0,r
6967,0.24,0.07,0.7,2.0,r
6968,0.24,0.07,0.8,1.0,g
6969,0.24,0.07,0.9,0.0,b
6970,0.25,0.07,0.0,7.0,0.55
6971,0.25,0.07,0.1,5.0,y
6972,0.25,0.07,0.2,5.0,y
6973,0.25,0.07,0.3,5.0,y
6974,0.25,0.07,0.4,3.0,c
6975,0.25,0.07,0.5,3.0,c
6976,0.25,0.07,0.6,2.0,r
6977,0.25,0.07,0.7,2.0,r
6978,0.25,0.07,0.8,1.0,g
6979,0.25,0.07,0.9,0.0,b
6980,0.26,0.07,0.0,7.0,0.55
6981,0.26,0.07,0.1,5.0,y
6982,0.26,0.07,0.2,5.0,y
6983,0.26,0.07,0.3,5.0,y
6984,0.26,0.07,0.4,3.0,c
6985,0.26,0.07,0.5,3.0,c
6986,0.26,0.07,0.6,2.0,r
6987,0.26,0.07,0.7,2.0,r
6988,0.26,0.07,0.8,1.0,g
6989,0.26,0.07,0.9,0.0,b
6990,0.27,0.07,0.0,7.0,0.55
6991,0.27,0.07,0.1,5.0,y
6992,0.27,0.07,0.2,5.0,y
6993,0.27,0.07,0.3,5.0,y
6994,0.27,0.07,0.4,3.0,c
6995,0.27,0.07,0.5,3.0,c
6996,0.27,0.07,0.6,2.0,r
6997,0.27,0.07,0.7,2.0,r
6998,0.27,0.07,0.8,1.0,g
6999,0.27,0.07,0.9,0.0,b
7000,0.28,0.07,0.0,7.0,0.55
7001,0.28,0.07,0.1,5.0,y
7002,0.28,0.07,0.2,5.0,y
7003,0.28,0.07,0.3,5.0,y
7004,0.28,0.07,0.4,3.0,c
7005,0.28,0.07,0.5,3.0,c
7006,0.28,0.07,0.6,2.0,r
7007,0.28,0.07,0.7,2.0,r
7008,0.28,0.07,0.8,1.0,g
7009,0.28,0.07,0.9,0.0,b
7010,0.29,0.07,0.0,7.0,0.55
7011,0.29,0.07,0.1,5.0,y
7012,0.29,0.07,0.2,5.0,y
7013,0.29,0.07,0.3,5.0,y
7014,0.29,0.07,0.4,3.0,c
7015,0.29,0.07,0.5,3.0,c
7016,0.29,0.07,0.6,2.0,r
7017,0.29,0.07,0.7,2.0,r
7018,0.29,0.07,0.8,1.0,g
7019,0.29,0.07,0.9,0.0,b
7020,0.3,0.07,0.0,7.0,0.55
7021,0.3,0.07,0.1,5.0,y
7022,0.3,0.07,0.2,5.0,y
7023,0.3,0.07,0.3,5.0,y
7024,0.3,0.07,0.4,3.0,c
7025,0.3,0.07,0.5,3.0,c
7026,0.3,0.07,0.6,2.0,r
7027,0.3,0.07,0.7,2.0,r
7028,0.3,0.07,0.8,1.0,g
7029,0.3,0.07,0.9,0.0,b
7030,0.31,0.07,0.0,7.0,0.55
7031,0.31,0.07,0.1,5.0,y
7032,0.31,0.07,0.2,5.0,y
7033,0.31,0.07,0.3,5.0,y
7034,0.31,0.07,0.4,3.0,c
7035,0.31,0.07,0.5,3.0,c
7036,0.31,0.07,0.6,2.0,r
7037,0.31,0.07,0.7,2.0,r
7038,0.31,0.07,0.8,1.0,g
7039,0.31,0.07,0.9,0.0,b
7040,0.32,0.07,0.0,7.0,0.55
7041,0.32,0.07,0.1,5.0,y
7042,0.32,0.07,0.2,5.0,y
7043,0.32,0.07,0.3,5.0,y
7044,0.32,0.07,0.4,3.0,c
7045,0.32,0.07,0.5,3.0,c
7046,0.32,0.07,0.6,2.0,r
7047,0.32,0.07,0.7,2.0,r
7048,0.32,0.07,0.8,1.0,g
7049,0.32,0.07,0.9,0.0,b
7050,0.33,0.07,0.0,7.0,0.55
7051,0.33,0.07,0.1,5.0,y
7052,0.33,0.07,0.2,5.0,y
7053,0.33,0.07,0.3,5.0,y
7054,0.33,0.07,0.4,3.0,c
7055,0.33,0.07,0.5,3.0,c
7056,0.33,0.07,0.6,2.0,r
7057,0.33,0.07,0.7,2.0,r
7058,0.33,0.07,0.8,1.0,g
7059,0.33,0.07,0.9,0.0,b
7060,0.34,0.07,0.0,7.0,0.55
7061,0.34,0.07,0.1,5.0,y
7062,0.34,0.07,0.2,5.0,y
7063,0.34,0.07,0.3,5.0,y
7064,0.34,0.07,0.4,3.0,c
7065,0.34,0.07,0.5,3.0,c
7066,0.34,0.07,0.6,2.0,r
7067,0.34,0.07,0.7,2.0,r
7068,0.34,0.07,0.8,1.0,g
7069,0.34,0.07,0.9,0.0,b
7070,0.35,0.07,0.0,7.0,0.55
7071,0.35,0.07,0.1,5.0,y
7072,0.35,0.07,0.2,5.0,y
7073,0.35,0.07,0.3,5.0,y
7074,0.35,0.07,0.4,3.0,c
7075,0.35,0.07,0.5,3.0,c
7076,0.35,0.07,0.6,2.0,r
7077,0.35,0.07,0.7,2.0,r
7078,0.35,0.07,0.8,1.0,g
7079,0.35,0.07,0.9,0.0,b
7080,0.36,0.07,0.0,7.0,0.55
7081,0.36,0.07,0.1,5.0,y
7082,0.36,0.07,0.2,5.0,y
7083,0.36,0.07,0.3,5.0,y
7084,0.36,0.07,0.4,3.0,c
7085,0.36,0.07,0.5,3.0,c
7086,0.36,0.07,0.6,2.0,r
7087,0.36,0.07,0.7,2.0,r
7088,0.36,0.07,0.8,1.0,g
7089,0.36,0.07,0.9,0.0,b
7090,0.37,0.07,0.0,7.0,0.55
7091,0.37,0.07,0.1,5.0,y
7092,0.37,0.07,0.2,5.0,y
7093,0.37,0.07,0.3,5.0,y
7094,0.37,0.07,0.4,3.0,c
7095,0.37,0.07,0.5,3.0,c
7096,0.37,0.07,0.6,2.0,r
7097,0.37,0.07,0.7,2.0,r
7098,0.37,0.07,0.8,1.0,g
7099,0.37,0.07,0.9,0.0,b
7100,0.38,0.07,0.0,7.0,0.55
7101,0.38,0.07,0.1,6.0,0.15
7102,0.38,0.07,0.2,5.0,y
7103,0.38,0.07,0.3,5.0,y
7104,0.38,0.07,0.4,3.0,c
7105,0.38,0.07,0.5,3.0,c
7106,0.38,0.07,0.6,2.0,r
7107,0.38,0.07,0.7,2.0,r
7108,0.38,0.07,0.8,1.0,g
7109,0.38,0.07,0.9,0.0,b
7110,0.39,0.07,0.0,7.0,0.55
7111,0.39,0.07,0.1,7.0,0.55
7112,0.39,0.07,0.2,5.0,y
7113,0.39,0.07,0.3,5.0,y
7114,0.39,0.07,0.4,3.0,c
7115,0.39,0.07,0.5,3.0,c
7116,0.39,0.07,0.6,2.0,r
7117,0.39,0.07,0.7,2.0,r
7118,0.39,0.07,0.8,1.0,g
7119,0.39,0.07,0.9,0.0,b
7120,0.4,0.07,0.0,7.0,0.55
7121,0.4,0.07,0.1,7.0,0.55
7122,0.4,0.07,0.2,5.0,y
7123,0.4,0.07,0.3,5.0,y
7124,0.4,0.07,0.4,3.0,c
7125,0.4,0.07,0.5,3.0,c
7126,0.4,0.07,0.6,2.0,r
7127,0.4,0.07,0.7,2.0,r
7128,0.4,0.07,0.8,1.0,g
7129,0.4,0.07,0.9,0.0,b
7130,0.41,0.07,0.0,7.0,0.55
7131,0.41,0.07,0.1,7.0,0.55
7132,0.41,0.07,0.2,5.0,y
7133,0.41,0.07,0.3,5.0,y
7134,0.41,0.07,0.4,3.0,c
7135,0.41,0.07,0.5,3.0,c
7136,0.41,0.07,0.6,2.0,r
7137,0.41,0.07,0.7,2.0,r
7138,0.41,0.07,0.8,1.0,g
7139,0.41,0.07,0.9,0.0,b
7140,0.42,0.07,0.0,7.0,0.55
7141,0.42,0.07,0.1,7.0,0.55
7142,0.42,0.07,0.2,5.0,y
7143,0.42,0.07,0.3,5.0,y
7144,0.42,0.07,0.4,3.0,c
7145,0.42,0.07,0.5,3.0,c
7146,0.42,0.07,0.6,2.0,r
7147,0.42,0.07,0.7,2.0,r
7148,0.42,0.07,0.8,1.0,g
7149,0.42,0.07,0.9,0.0,b
7150,0.43,0.07,0.0,7.0,0.55
7151,0.43,0.07,0.1,7.0,0.55
7152,0.43,0.07,0.2,5.0,y
7153,0.43,0.07,0.3,5.0,y
7154,0.43,0.07,0.4,3.0,c
7155,0.43,0.07,0.5,3.0,c
7156,0.43,0.07,0.6,2.0,r
7157,0.43,0.07,0.7,2.0,r
7158,0.43,0.07,0.8,1.0,g
7159,0.43,0.07,0.9,0.0,b
7160,0.44,0.07,0.0,7.0,0.55
7161,0.44,0.07,0.1,7.0,0.55
7162,0.44,0.07,0.2,5.0,y
7163,0.44,0.07,0.3,5.0,y
7164,0.44,0.07,0.4,3.0,c
7165,0.44,0.07,0.5,3.0,c
7166,0.44,0.07,0.6,2.0,r
7167,0.44,0.07,0.7,2.0,r
7168,0.44,0.07,0.8,1.0,g
7169,0.44,0.07,0.9,0.0,b
7170,0.45,0.07,0.0,7.0,0.55
7171,0.45,0.07,0.1,7.0,0.55
7172,0.45,0.07,0.2,5.0,y
7173,0.45,0.07,0.3,5.0,y
7174,0.45,0.07,0.4,3.0,c
7175,0.45,0.07,0.5,3.0,c
7176,0.45,0.07,0.6,2.0,r
7177,0.45,0.07,0.7,2.0,r
7178,0.45,0.07,0.8,1.0,g
7179,0.45,0.07,0.9,0.0,b
7180,0.46,0.07,0.0,7.0,0.55
7181,0.46,0.07,0.1,7.0,0.55
7182,0.46,0.07,0.2,5.0,y
7183,0.46,0.07,0.3,5.0,y
7184,0.46,0.07,0.4,3.0,c
7185,0.46,0.07,0.5,3.0,c
7186,0.46,0.07,0.6,2.0,r
7187,0.46,0.07,0.7,2.0,r
7188,0.46,0.07,0.8,1.0,g
7189,0.46,0.07,0.9,0.0,b
7190,0.47,0.07,0.0,7.0,0.55
7191,0.47,0.07,0.1,7.0,0.55
7192,0.47,0.07,0.2,5.0,y
7193,0.47,0.07,0.3,5.0,y
7194,0.47,0.07,0.4,3.0,c
7195,0.47,0.07,0.5,3.0,c
7196,0.47,0.07,0.6,2.0,r
7197,0.47,0.07,0.7,2.0,r
7198,0.47,0.07,0.8,1.0,g
7199,0.47,0.07,0.9,0.0,b
7200,0.48,0.07,0.0,7.0,0.55
7201,0.48,0.07,0.1,7.0,0.55
7202,0.48,0.07,0.2,5.0,y
7203,0.48,0.07,0.3,5.0,y
7204,0.48,0.07,0.4,3.0,c
7205,0.48,0.07,0.5,3.0,c
7206,0.48,0.07,0.6,2.0,r
7207,0.48,0.07,0.7,2.0,r
7208,0.48,0.07,0.8,1.0,g
7209,0.48,0.07,0.9,0.0,b
7210,0.49,0.07,0.0,7.0,0.55
7211,0.49,0.07,0.1,7.0,0.55
7212,0.49,0.07,0.2,5.0,y
7213,0.49,0.07,0.3,5.0,y
7214,0.49,0.07,0.4,3.0,c
7215,0.49,0.07,0.5,3.0,c
7216,0.49,0.07,0.6,2.0,r
7217,0.49,0.07,0.7,2.0,r
7218,0.49,0.07,0.8,1.0,g
7219,0.49,0.07,0.9,0.0,b
7220,0.5,0.07,0.0,7.0,0.55
7221,0.5,0.07,0.1,7.0,0.55
7222,0.5,0.07,0.2,5.0,y
7223,0.5,0.07,0.3,5.0,y
7224,0.5,0.07,0.4,3.0,c
7225,0.5,0.07,0.5,3.0,c
7226,0.5,0.07,0.6,2.0,r
7227,0.5,0.07,0.7,2.0,r
7228,0.5,0.07,0.8,1.0,g
7229,0.5,0.07,0.9,0.0,b
7230,0.51,0.07,0.0,7.0,0.55
7231,0.51,0.07,0.1,7.0,0.55
7232,0.51,0.07,0.2,5.0,y
7233,0.51,0.07,0.3,5.0,y
7234,0.51,0.07,0.4,3.0,c
7235,0.51,0.07,0.5,3.0,c
7236,0.51,0.07,0.6,2.0,r
7237,0.51,0.07,0.7,2.0,r
7238,0.51,0.07,0.8,1.0,g
7239,0.51,0.07,0.9,0.0,b
7240,0.52,0.07,0.0,7.0,0.55
7241,0.52,0.07,0.1,7.0,0.55
7242,0.52,0.07,0.2,5.0,y
7243,0.52,0.07,0.3,5.0,y
7244,0.52,0.07,0.4,3.0,c
7245,0.52,0.07,0.5,3.0,c
7246,0.52,0.07,0.6,2.0,r
7247,0.52,0.07,0.7,2.0,r
7248,0.52,0.07,0.8,1.0,g
7249,0.52,0.07,0.9,0.0,b
7250,0.53,0.07,0.0,7.0,0.55
7251,0.53,0.07,0.1,7.0,0.55
7252,0.53,0.07,0.2,5.0,y
7253,0.53,0.07,0.3,5.0,y
7254,0.53,0.07,0.4,3.0,c
7255,0.53,0.07,0.5,3.0,c
7256,0.53,0.07,0.6,2.0,r
7257,0.53,0.07,0.7,2.0,r
7258,0.53,0.07,0.8,1.0,g
7259,0.53,0.07,0.9,0.0,b
7260,0.54,0.07,0.0,7.0,0.55
7261,0.54,0.07,0.1,7.0,0.55
7262,0.54,0.07,0.2,5.0,y
7263,0.54,0.07,0.3,5.0,y
7264,0.54,0.07,0.4,3.0,c
7265,0.54,0.07,0.5,3.0,c
7266,0.54,0.07,0.6,2.0,r
7267,0.54,0.07,0.7,2.0,r
7268,0.54,0.07,0.8,1.0,g
7269,0.54,0.07,0.9,0.0,b
7270,0.55,0.07,0.0,7.0,0.55
7271,0.55,0.07,0.1,7.0,0.55
7272,0.55,0.07,0.2,5.0,y
7273,0.55,0.07,0.3,5.0,y
7274,0.55,0.07,0.4,3.0,c
7275,0.55,0.07,0.5,3.0,c
7276,0.55,0.07,0.6,2.0,r
7277,0.55,0.07,0.7,2.0,r
7278,0.55,0.07,0.8,1.0,g
7279,0.55,0.07,0.9,0.0,b
7280,0.56,0.07,0.0,7.0,0.55
7281,0.56,0.07,0.1,7.0,0.55
7282,0.56,0.07,0.2,5.0,y
7283,0.56,0.07,0.3,5.0,y
7284,0.56,0.07,0.4,3.0,c
7285,0.56,0.07,0.5,3.0,c
7286,0.56,0.07,0.6,2.0,r
7287,0.56,0.07,0.7,2.0,r
7288,0.56,0.07,0.8,1.0,g
7289,0.56,0.07,0.9,0.0,b
7290,0.57,0.07,0.0,7.0,0.55
7291,0.57,0.07,0.1,7.0,0.55
7292,0.57,0.07,0.2,5.0,y
7293,0.57,0.07,0.3,5.0,y
7294,0.57,0.07,0.4,3.0,c
7295,0.57,0.07,0.5,3.0,c
7296,0.57,0.07,0.6,2.0,r
7297,0.57,0.07,0.7,2.0,r
7298,0.57,0.07,0.8,1.0,g
7299,0.57,0.07,0.9,0.0,b
7300,0.58,0.07,0.0,7.0,0.55
7301,0.58,0.07,0.1,7.0,0.55
7302,0.58,0.07,0.2,5.0,y
7303,0.58,0.07,0.3,5.0,y
7304,0.58,0.07,0.4,3.0,c
7305,0.58,0.07,0.5,3.0,c
7306,0.58,0.07,0.6,2.0,r
7307,0.58,0.07,0.7,2.0,r
7308,0.58,0.07,0.8,1.0,g
7309,0.58,0.07,0.9,0.0,b
7310,0.59,0.07,0.0,7.0,0.55
7311,0.59,0.07,0.1,7.0,0.55
7312,0.59,0.07,0.2,5.0,y
7313,0.59,0.07,0.3,5.0,y
7314,0.59,0.07,0.4,3.0,c
7315,0.59,0.07,0.5,3.0,c
7316,0.59,0.07,0.6,2.0,r
7317,0.59,0.07,0.7,2.0,r
7318,0.59,0.07,0.8,1.0,g
7319,0.59,0.07,0.9,0.0,b
7320,0.6,0.07,0.0,7.0,0.55
7321,0.6,0.07,0.1,7.0,0.55
7322,0.6,0.07,0.2,5.0,y
7323,0.6,0.07,0.3,5.0,y
7324,0.6,0.07,0.4,3.0,c
7325,0.6,0.07,0.5,3.0,c
7326,0.6,0.07,0.6,2.0,r
7327,0.6,0.07,0.7,2.0,r
7328,0.6,0.07,0.8,1.0,g
7329,0.6,0.07,0.9,0.0,b
7330,0.61,0.07,0.0,7.0,0.55
7331,0.61,0.07,0.1,7.0,0.55
7332,0.61,0.07,0.2,5.0,y
7333,0.61,0.07,0.3,5.0,y
7334,0.61,0.07,0.4,3.0,c
7335,0.61,0.07,0.5,3.0,c
7336,0.61,0.07,0.6,2.0,r
7337,0.61,0.07,0.7,2.0,r
7338,0.61,0.07,0.8,1.0,g
7339,0.61,0.07,0.9,0.0,b
7340,0.62,0.07,0.0,7.0,0.55
7341,0.62,0.07,0.1,7.0,0.55
7342,0.62,0.07,0.2,5.0,y
7343,0.62,0.07,0.3,5.0,y
7344,0.62,0.07,0.4,3.0,c
7345,0.62,0.07,0.5,3.0,c
7346,0.62,0.07,0.6,2.0,r
7347,0.62,0.07,0.7,2.0,r
7348,0.62,0.07,0.8,1.0,g
7349,0.62,0.07,0.9,0.0,b
7350,0.63,0.07,0.0,7.0,0.55
7351,0.63,0.07,0.1,7.0,0.55
7352,0.63,0.07,0.2,5.0,y
7353,0.63,0.07,0.3,5.0,y
7354,0.63,0.07,0.4,3.0,c
7355,0.63,0.07,0.5,3.0,c
7356,0.63,0.07,0.6,2.0,r
7357,0.63,0.07,0.7,2.0,r
7358,0.63,0.07,0.8,1.0,g
7359,0.63,0.07,0.9,0.0,b
7360,0.64,0.07,0.0,7.0,0.55
7361,0.64,0.07,0.1,7.0,0.55
7362,0.64,0.07,0.2,5.0,y
7363,0.64,0.07,0.3,5.0,y
7364,0.64,0.07,0.4,3.0,c
7365,0.64,0.07,0.5,3.0,c
7366,0.64,0.07,0.6,2.0,r
7367,0.64,0.07,0.7,2.0,r
7368,0.64,0.07,0.8,1.0,g
7369,0.64,0.07,0.9,0.0,b
7370,0.65,0.07,0.0,7.0,0.55
7371,0.65,0.07,0.1,7.0,0.55
7372,0.65,0.07,0.2,5.0,y
7373,0.65,0.07,0.3,5.0,y
7374,0.65,0.07,0.4,3.0,c
7375,0.65,0.07,0.5,3.0,c
7376,0.65,0.07,0.6,2.0,r
7377,0.65,0.07,0.7,2.0,r
7378,0.65,0.07,0.8,1.0,g
7379,0.65,0.07,0.9,0.0,b
7380,0.66,0.07,0.0,7.0,0.55
7381,0.66,0.07,0.1,7.0,0.55
7382,0.66,0.07,0.2,5.0,y
7383,0.66,0.07,0.3,5.0,y
7384,0.66,0.07,0.4,3.0,c
7385,0.66,0.07,0.5,3.0,c
7386,0.66,0.07,0.6,2.0,r
7387,0.66,0.07,0.7,2.0,r
7388,0.66,0.07,0.8,1.0,g
7389,0.66,0.07,0.9,0.0,b
7390,0.67,0.07,0.0,7.0,0.55
7391,0.67,0.07,0.1,7.0,0.55
7392,0.67,0.07,0.2,5.0,y
7393,0.67,0.07,0.3,5.0,y
7394,0.67,0.07,0.4,3.0,c
7395,0.67,0.07,0.5,3.0,c
7396,0.67,0.07,0.6,2.0,r
7397,0.67,0.07,0.7,2.0,r
7398,0.67,0.07,0.8,1.0,g
7399,0.67,0.07,0.9,0.0,b
7400,0.68,0.07,0.0,7.0,0.55
7401,0.68,0.07,0.1,7.0,0.55
7402,0.68,0.07,0.2,5.0,y
7403,0.68,0.07,0.3,5.0,y
7404,0.68,0.07,0.4,3.0,c
7405,0.68,0.07,0.5,3.0,c
7406,0.68,0.07,0.6,2.0,r
7407,0.68,0.07,0.7,2.0,r
7408,0.68,0.07,0.8,1.0,g
7409,0.68,0.07,0.9,0.0,b
7410,0.69,0.07,0.0,7.0,0.55
7411,0.69,0.07,0.1,7.0,0.55
7412,0.69,0.07,0.2,5.0,y
7413,0.69,0.07,0.3,5.0,y
7414,0.69,0.07,0.4,3.0,c
7415,0.69,0.07,0.5,3.0,c
7416,0.69,0.07,0.6,2.0,r
7417,0.69,0.07,0.7,2.0,r
7418,0.69,0.07,0.8,1.0,g
7419,0.69,0.07,0.9,0.0,b
7420,0.7,0.07,0.0,7.0,0.55
7421,0.7,0.07,0.1,7.0,0.55
7422,0.7,0.07,0.2,5.0,y
7423,0.7,0.07,0.3,5.0,y
7424,0.7,0.07,0.4,3.0,c
7425,0.7,0.07,0.5,3.0,c
7426,0.7,0.07,0.6,2.0,r
7427,0.7,0.07,0.7,2.0,r
7428,0.7,0.07,0.8,1.0,g
7429,0.7,0.07,0.9,0.0,b
7430,0.71,0.07,0.0,7.0,0.55
7431,0.71,0.07,0.1,7.0,0.55
7432,0.71,0.07,0.2,5.0,y
7433,0.71,0.07,0.3,5.0,y
7434,0.71,0.07,0.4,3.0,c
7435,0.71,0.07,0.5,3.0,c
7436,0.71,0.07,0.6,2.0,r
7437,0.71,0.07,0.7,2.0,r
7438,0.71,0.07,0.8,1.0,g
7439,0.71,0.07,0.9,0.0,b
7440,0.72,0.07,0.0,7.0,0.55
7441,0.72,0.07,0.1,7.0,0.55
7442,0.72,0.07,0.2,5.0,y
7443,0.72,0.07,0.3,5.0,y
7444,0.72,0.07,0.4,3.0,c
7445,0.72,0.07,0.5,3.0,c
7446,0.72,0.07,0.6,2.0,r
7447,0.72,0.07,0.7,2.0,r
7448,0.72,0.07,0.8,1.0,g
7449,0.72,0.07,0.9,0.0,b
7450,0.73,0.07,0.0,7.0,0.55
7451,0.73,0.07,0.1,7.0,0.55
7452,0.73,0.07,0.2,5.0,y
7453,0.73,0.07,0.3,5.0,y
7454,0.73,0.07,0.4,3.0,c
7455,0.73,0.07,0.5,3.0,c
7456,0.73,0.07,0.6,2.0,r
7457,0.73,0.07,0.7,2.0,r
7458,0.73,0.07,0.8,1.0,g
7459,0.73,0.07,0.9,0.0,b
7460,0.74,0.07,0.0,7.0,0.55
7461,0.74,0.07,0.1,7.0,0.55
7462,0.74,0.07,0.2,6.0,0.15
7463,0.74,0.07,0.3,5.0,y
7464,0.74,0.07,0.4,3.0,c
7465,0.74,0.07,0.5,3.0,c
7466,0.74,0.07,0.6,2.0,r
7467,0.74,0.07,0.7,2.0,r
7468,0.74,0.07,0.8,1.0,g
7469,0.74,0.07,0.9,0.0,b
7470,0.75,0.07,0.0,7.0,0.55
7471,0.75,0.07,0.1,7.0,0.55
7472,0.75,0.07,0.2,7.0,0.55
7473,0.75,0.07,0.3,5.0,y
7474,0.75,0.07,0.4,3.0,c
7475,0.75,0.07,0.5,3.0,c
7476,0.75,0.07,0.6,2.0,r
7477,0.75,0.07,0.7,2.0,r
7478,0.75,0.07,0.8,1.0,g
7479,0.75,0.07,0.9,0.0,b
7480,0.76,0.07,0.0,7.0,0.55
7481,0.76,0.07,0.1,7.0,0.55
7482,0.76,0.07,0.2,7.0,0.55
7483,0.76,0.07,0.3,5.0,y
7484,0.76,0.07,0.4,3.0,c
7485,0.76,0.07,0.5,3.0,c
7486,0.76,0.07,0.6,2.0,r
7487,0.76,0.07,0.7,2.0,r
7488,0.76,0.07,0.8,1.0,g
7489,0.76,0.07,0.9,0.0,b
7490,0.77,0.07,0.0,7.0,0.55
7491,0.77,0.07,0.1,7.0,0.55
7492,0.77,0.07,0.2,7.0,0.55
7493,0.77,0.07,0.3,5.0,y
7494,0.77,0.07,0.4,3.0,c
7495,0.77,0.07,0.5,3.0,c
7496,0.77,0.07,0.6,2.0,r
7497,0.77,0.07,0.7,2.0,r
7498,0.77,0.07,0.8,1.0,g
7499,0.77,0.07,0.9,0.0,b
7500,0.78,0.07,0.0,7.0,0.55
7501,0.78,0.07,0.1,7.0,0.55
7502,0.78,0.07,0.2,7.0,0.55
7503,0.78,0.07,0.3,5.0,y
7504,0.78,0.07,0.4,3.0,c
7505,0.78,0.07,0.5,3.0,c
7506,0.78,0.07,0.6,2.0,r
7507,0.78,0.07,0.7,2.0,r
